   0.00           0.95           0.85           0.75           0.65           0.55           0.45           0.35           0.25           0.15           0.05          -0.05          -0.15          -0.25          -0.35          -0.45          -0.55          -0.65          -0.75          -0.85          -0.95
6.3096E+01     6.8277E-09     7.4373E-09     8.4035E-09     9.6059E-09     1.1311E-08     1.3925E-08     1.7987E-08     2.5200E-08     3.9399E-08     6.7074E-08     6.7074E-08     3.9399E-08     2.5200E-08     1.7987E-08     1.3925E-08     1.1311E-08     9.6059E-09     8.4035E-09     7.4373E-09     6.8277E-09
7.0795E+01     4.5893E-09     4.9852E-09     5.6424E-09     6.4046E-09     7.5277E-09     9.2435E-09     1.1936E-08     1.6734E-08     2.6348E-08     4.5466E-08     4.5466E-08     2.6348E-08     1.6734E-08     1.1936E-08     9.2435E-09     7.5277E-09     6.4046E-09     5.6424E-09     4.9852E-09     4.5893E-09
7.9433E+01     3.0646E-09     3.3888E-09     3.7531E-09     4.3047E-09     5.0049E-09     6.1621E-09     7.9203E-09     1.1084E-08     1.7531E-08     3.0641E-08     3.0641E-08     1.7531E-08     1.1084E-08     7.9203E-09     6.1621E-09     5.0049E-09     4.3047E-09     3.7531E-09     3.3888E-09     3.0646E-09
8.9125E+01     2.0615E-09     2.3031E-09     2.5189E-09     2.8766E-09     3.3666E-09     4.0995E-09     5.2770E-09     7.3376E-09     1.1641E-08     2.0647E-08     2.0647E-08     1.1641E-08     7.3376E-09     5.2770E-09     4.0995E-09     3.3666E-09     2.8766E-09     2.5189E-09     2.3031E-09     2.0615E-09
1.0000E+02     1.4040E-09     1.5397E-09     1.7068E-09     1.9284E-09     2.2644E-09     2.7352E-09     3.5037E-09     4.8579E-09     7.7191E-09     1.3869E-08     1.3869E-08     7.7191E-09     4.8579E-09     3.5037E-09     2.7352E-09     2.2644E-09     1.9284E-09     1.7068E-09     1.5397E-09     1.4040E-09
1.1220E+02     9.5558E-10     1.0366E-09     1.1529E-09     1.3014E-09     1.5113E-09     1.8211E-09     2.3152E-09     3.2178E-09     5.1188E-09     9.3046E-09     9.3046E-09     5.1188E-09     3.2178E-09     2.3152E-09     1.8211E-09     1.5113E-09     1.3014E-09     1.1529E-09     1.0366E-09     9.5558E-10
1.2589E+02     6.4432E-10     7.0228E-10     7.7852E-10     8.7597E-10     1.0140E-09     1.2106E-09     1.5424E-09     2.1354E-09     3.3865E-09     6.2146E-09     6.2146E-09     3.3865E-09     2.1354E-09     1.5424E-09     1.2106E-09     1.0140E-09     8.7597E-10     7.7852E-10     7.0228E-10     6.4432E-10
1.4125E+02     4.3649E-10     4.7535E-10     5.2393E-10     5.9063E-10     6.8099E-10     8.0856E-10     1.0271E-09     1.4127E-09     2.2429E-09     4.1338E-09     4.1338E-09     2.2429E-09     1.4127E-09     1.0271E-09     8.0856E-10     6.8099E-10     5.9063E-10     5.2393E-10     4.7535E-10     4.3649E-10
1.5849E+02     2.9791E-10     3.2080E-10     3.5343E-10     3.9666E-10     4.5516E-10     5.4133E-10     6.8352E-10     9.3511E-10     1.4892E-09     2.7522E-09     2.7522E-09     1.4892E-09     9.3511E-10     6.8352E-10     5.4133E-10     4.5516E-10     3.9666E-10     3.5343E-10     3.2080E-10     2.9791E-10
1.7783E+02     2.0023E-10     2.1622E-10     2.3804E-10     2.6710E-10     3.0545E-10     3.6346E-10     4.5551E-10     6.1928E-10     9.8701E-10     1.8283E-09     1.8283E-09     9.8701E-10     6.1928E-10     4.5551E-10     3.6346E-10     3.0545E-10     2.6710E-10     2.3804E-10     2.1622E-10     2.0023E-10
1.9953E+02     1.3469E-10     1.4677E-10     1.6014E-10     1.8222E-10     2.0705E-10     2.4486E-10     3.0420E-10     4.1207E-10     6.5078E-10     1.2115E-09     1.2115E-09     6.5078E-10     4.1207E-10     3.0420E-10     2.4486E-10     2.0705E-10     1.8222E-10     1.6014E-10     1.4677E-10     1.3469E-10
2.2387E+02     9.1743E-11     9.9549E-11     1.0920E-10     1.2284E-10     1.3931E-10     1.6519E-10     2.0331E-10     2.7602E-10     4.2878E-10     7.9931E-10     7.9931E-10     4.2878E-10     2.7602E-10     2.0331E-10     1.6519E-10     1.3931E-10     1.2284E-10     1.0920E-10     9.9549E-11     9.1743E-11
2.5119E+02     6.1700E-11     6.7353E-11     7.5339E-11     8.2193E-11     9.3802E-11     1.1049E-10     1.3610E-10     1.8463E-10     2.8446E-10     5.2501E-10     5.2501E-10     2.8446E-10     1.8463E-10     1.3610E-10     1.1049E-10     9.3802E-11     8.2193E-11     7.5339E-11     6.7353E-11     6.1700E-11
2.8184E+02     4.1640E-11     4.5561E-11     5.1712E-11     5.5791E-11     6.2979E-11     7.3244E-11     9.1062E-11     1.2268E-10     1.8965E-10     3.4616E-10     3.4616E-10     1.8965E-10     1.2268E-10     9.1062E-11     7.3244E-11     6.2979E-11     5.5791E-11     5.1712E-11     4.5561E-11     4.1640E-11
3.1623E+02     2.8397E-11     3.0836E-11     3.4501E-11     3.7758E-11     4.2560E-11     4.9352E-11     6.1075E-11     8.1035E-11     1.2490E-10     2.2797E-10     2.2797E-10     1.2490E-10     8.1035E-11     6.1075E-11     4.9352E-11     4.2560E-11     3.7758E-11     3.4501E-11     3.0836E-11     2.8397E-11
3.5481E+02     1.9356E-11     2.0856E-11     2.2915E-11     2.5426E-11     2.8955E-11     3.3619E-11     4.0890E-11     5.4164E-11     8.2248E-11     1.4963E-10     1.4963E-10     8.2248E-11     5.4164E-11     4.0890E-11     3.3619E-11     2.8955E-11     2.5426E-11     2.2915E-11     2.0856E-11     1.9356E-11
3.9811E+02     1.3070E-11     1.4062E-11     1.5399E-11     1.7191E-11     1.9444E-11     2.2769E-11     2.7461E-11     3.6383E-11     5.4749E-11     9.8432E-11     9.8432E-11     5.4749E-11     3.6383E-11     2.7461E-11     2.2769E-11     1.9444E-11     1.7191E-11     1.5399E-11     1.4062E-11     1.3070E-11
4.4668E+02     8.8142E-12     9.4903E-12     1.0402E-11     1.1564E-11     1.3104E-11     1.5299E-11     1.8537E-11     2.4224E-11     3.6204E-11     6.4712E-11     6.4712E-11     3.6204E-11     2.4224E-11     1.8537E-11     1.5299E-11     1.3104E-11     1.1564E-11     1.0402E-11     9.4903E-12     8.8142E-12
5.0119E+02     5.9240E-12     6.3992E-12     7.0276E-12     7.7927E-12     8.9107E-12     1.0331E-11     1.2452E-11     1.6099E-11     2.3941E-11     4.2338E-11     4.2338E-11     2.3941E-11     1.6099E-11     1.2452E-11     1.0331E-11     8.9107E-12     7.7927E-12     7.0276E-12     6.3992E-12     5.9240E-12
5.6234E+02     3.9713E-12     4.3488E-12     4.7457E-12     5.3087E-12     6.0328E-12     6.9843E-12     8.3256E-12     1.0740E-11     1.5844E-11     2.8005E-11     2.8005E-11     1.5844E-11     1.0740E-11     8.3256E-12     6.9843E-12     6.0328E-12     5.3087E-12     4.7457E-12     4.3488E-12     3.9713E-12
6.3096E+02     2.6869E-12     2.9123E-12     3.2344E-12     3.5632E-12     4.0737E-12     4.6675E-12     5.5820E-12     7.1989E-12     1.0479E-11     1.8315E-11     1.8315E-11     1.0479E-11     7.1989E-12     5.5820E-12     4.6675E-12     4.0737E-12     3.5632E-12     3.2344E-12     2.9123E-12     2.6869E-12
