0		1.0		0.9		0.8		0.7		0.6		0.5		0.4		0.3		0.2		0.1		0.0
3.1620E+01	3.7809E-08	4.2793E-08	4.8231E-08	5.5400E-08	6.5599E-08	7.8806E-08	9.8780E-08	1.3085E-07	1.8201E-07	2.7675E-07	3.9317E-07
3.9810E+01	1.7314E-08	1.9481E-08	2.1863E-08	2.5012E-08	2.9501E-08	3.5389E-08	4.4393E-08	5.8949E-08	8.2818E-08	1.2862E-07	1.8934E-07
5.0120E+01	7.9598E-09	8.8989E-09	9.9381E-09	1.1313E-08	1.3273E-08	1.5870E-08	1.9868E-08	2.6204E-08	3.7363E-08	5.9096E-08	9.0153E-08
6.3100E+01	3.6753E-09	4.0822E-09	4.5355E-09	5.1336E-09	5.9850E-09	7.1231E-09	8.8777E-09	1.1696E-08	1.6742E-08	2.6876E-08	4.2447E-08
7.9430E+01	1.7038E-09	1.8807E-09	2.0792E-09	2.3396E-09	2.7081E-09	3.2051E-09	3.9712E-09	5.2110E-09	7.4644E-09	1.2114E-08	1.9766E-08
1.0000E+02	7.9213E-10	8.6969E-10	9.5711E-10	1.0711E-09	1.2309E-09	1.4475E-09	1.7800E-09	2.3219E-09	3.3176E-09	5.4196E-09	9.1022E-09
1.2590E+02	3.6885E-10	4.0319E-10	4.4208E-10	4.9241E-10	5.6214E-10	6.5674E-10	8.0107E-10	1.0366E-09	1.4725E-09	2.4105E-09	4.1456E-09
1.5850E+02	1.7175E-10	1.8713E-10	2.0463E-10	2.2709E-10	2.5783E-10	2.9946E-10	3.6223E-10	4.6437E-10	6.5400E-10	1.0677E-09	1.8686E-09
1.9950E+02	7.9854E-11	8.6827E-11	9.4794E-11	1.0494E-10	1.1864E-10	1.3705E-10	1.6460E-10	2.0898E-10	2.9118E-10	4.7187E-10	8.3409E-10
2.5120E+02	3.7028E-11	4.0218E-11	4.3884E-11	4.8512E-11	5.4691E-11	6.2934E-11	7.5135E-11	9.4510E-11	1.3016E-10	2.0848E-10	3.6916E-10
3.1620E+02	1.7105E-11	1.8576E-11	2.0274E-11	2.2405E-11	2.5219E-11	2.8951E-11	3.4405E-11	4.2945E-11	5.8464E-11	9.2253E-11	1.6222E-10
3.9810E+02	7.8650E-12	8.5461E-12	9.3370E-12	1.0324E-11	1.1617E-11	1.3325E-11	1.5788E-11	1.9592E-11	2.6392E-11	4.0955E-11	7.0904E-11
5.0120E+02	3.5980E-12	3.9137E-12	4.2826E-12	4.7415E-12	5.3389E-12	6.1268E-12	7.2486E-12	8.9623E-12	1.1970E-11	1.8262E-11	3.0894E-11
6.3100E+02	1.6372E-12	1.7834E-12	1.9551E-12	2.1686E-12	2.4454E-12	2.8105E-12	3.3256E-12	4.1055E-12	5.4489E-12	8.1834E-12	1.3454E-11
7.9430E+02	7.4099E-13	8.0844E-13	8.8813E-13	9.8723E-13	1.1155E-12	1.2849E-12	1.5227E-12	1.8827E-12	2.4864E-12	3.6846E-12	5.8699E-12
1.0000E+03	3.3361E-13	3.6458E-13	4.0138E-13	4.4720E-13	5.0650E-13	5.8502E-13	6.9503E-13	8.6074E-13	1.1357E-12	1.6658E-12	2.5705E-12
1.2590E+03	1.4945E-13	1.6360E-13	1.8048E-13	2.0156E-13	2.2887E-13	2.6515E-13	3.1600E-13	3.9243E-13	5.1849E-13	7.5533E-13	1.1309E-12
1.5850E+03	6.6641E-14	7.3056E-14	8.0758E-14	9.0398E-14	1.0291E-13	1.1960E-13	1.4302E-13	1.7827E-13	2.3627E-13	3.4302E-13	4.9986E-13
1.9950E+03	2.9590E-14	3.2482E-14	3.5971E-14	4.0351E-14	4.6047E-14	5.3679E-14	6.4428E-14	8.0640E-14	1.0734E-13	1.5578E-13	2.2185E-13
2.5120E+03	1.3090E-14	1.4385E-14	1.5955E-14	1.7931E-14	2.0509E-14	2.3977E-14	2.8881E-14	3.6307E-14	4.8576E-14	7.0647E-14	9.8762E-14
3.1620E+03	5.7720E-15	6.3488E-15	7.0505E-15	7.9367E-15	9.0949E-15	1.0660E-14	1.2883E-14	1.6267E-14	2.1884E-14	3.1951E-14	4.4035E-14
3.9810E+03	2.5382E-15	2.7935E-15	3.1053E-15	3.5000E-15	4.0171E-15	4.7187E-15	5.7200E-15	7.2519E-15	9.8110E-15	1.4396E-14	1.9636E-14
