  0.00000000E+00  0.00000000E+00  1.00000000E-01  2.00000000E-01  3.00000000E-01  4.00000000E-01  5.00000000E-01  6.00000000E-01  7.00000000E-01  8.00000000E-01  9.00000000E-01  1.00000000E+00
  7.00000000E+00  3.86092041E-02  3.72541567E-02  3.47247742E-02  3.21544569E-02  3.01850053E-02  2.88159506E-02  2.75649307E-02  2.65810787E-02  2.58227991E-02  2.50754182E-02  2.45000877E-02
  7.58844003E+00  3.95255711E-02  3.80058765E-02  3.51638123E-02  3.25987952E-02  3.05787969E-02  2.90607766E-02  2.77827399E-02  2.68406534E-02  2.60748432E-02  2.52961324E-02  2.46000508E-02
  8.22634601E+00  4.02252712E-02  3.87226751E-02  3.56553386E-02  3.30285210E-02  3.09581633E-02  2.92872775E-02  2.79411780E-02  2.70631473E-02  2.62897978E-02  2.55058599E-02  2.48222717E-02
  8.91787619E+00  4.07762411E-02  3.92535562E-02  3.62056060E-02  3.33760444E-02  3.11229404E-02  2.94877130E-02  2.81000820E-02  2.72203849E-02  2.64443846E-02  2.56906985E-02  2.51652738E-02
  9.66753838E+00  4.16359413E-02  3.98179220E-02  3.64475668E-02  3.34977493E-02  3.12593615E-02  2.96590374E-02  2.83322427E-02  2.73526652E-02  2.65204863E-02  2.57894672E-02  2.51907674E-02
  1.04802193E+01  4.24890669E-02  4.03871606E-02  3.66219696E-02  3.36015787E-02  3.14431934E-02  2.98364773E-02  2.85617975E-02  2.74977776E-02  2.66080024E-02  2.58756004E-02  2.51473809E-02
  1.13612165E+01  4.29890396E-02  4.08610447E-02  3.70013811E-02  3.38686578E-02  3.16481425E-02  3.00311534E-02  2.87063056E-02  2.76530084E-02  2.67603336E-02  2.60111192E-02  2.53425954E-02
  1.23162729E+01  4.35975750E-02  4.13306076E-02  3.72717654E-02  3.40825918E-02  3.18378110E-02  3.01968367E-02  2.88551754E-02  2.77790094E-02  2.68763239E-02  2.61127905E-02  2.54485994E-02
  1.33516140E+01  4.42721803E-02  4.18070489E-02  3.74862282E-02  3.43013660E-02  3.20128775E-02  3.03369419E-02  2.90090913E-02  2.78968757E-02  2.69740700E-02  2.61960303E-02  2.55135630E-02
  1.44739889E+01  4.49060768E-02  4.23045514E-02  3.77383064E-02  3.45499129E-02  3.21807036E-02  3.04791843E-02  2.91557591E-02  2.80355743E-02  2.70861850E-02  2.62862598E-02  2.56036352E-02
  1.56907138E+01  4.55246332E-02  4.28310821E-02  3.80028200E-02  3.47259593E-02  3.23396370E-02  3.06403276E-02  2.92970624E-02  2.81874373E-02  2.72014491E-02  2.63749183E-02  2.56561639E-02
  1.70097201E+01  4.61169391E-02  4.32776194E-02  3.82890434E-02  3.49143308E-02  3.25060297E-02  3.07940820E-02  2.94259645E-02  2.83099287E-02  2.73068716E-02  2.64706267E-02  2.57164209E-02
  1.84396059E+01  4.66274551E-02  4.36307490E-02  3.85739404E-02  3.51468380E-02  3.26907859E-02  3.09450463E-02  2.95527644E-02  2.84050508E-02  2.73991016E-02  2.65646921E-02  2.58133354E-02
  1.99896919E+01  4.69902633E-02  4.39420816E-02  3.88130688E-02  3.53576608E-02  3.28688996E-02  3.11005899E-02  2.96737876E-02  2.84901847E-02  2.74716395E-02  2.66264078E-02  2.59099421E-02
  2.16700826E+01  4.72907935E-02  4.42327545E-02  3.90591375E-02  3.55102601E-02  3.30071866E-02  3.12395575E-02  2.97652979E-02  2.85572560E-02  2.75354944E-02  2.66652080E-02  2.59398611E-02
  2.34917318E+01  4.77377712E-02  4.46097688E-02  3.93462766E-02  3.56851511E-02  3.31180560E-02  3.13538516E-02  2.98680428E-02  2.86471252E-02  2.76177360E-02  2.67036297E-02  2.59030443E-02
  2.54665140E+01  4.83524591E-02  4.50779338E-02  3.96085672E-02  3.58960171E-02  3.32147071E-02  3.14172096E-02  2.99786065E-02  2.87558561E-02  2.76889431E-02  2.67150872E-02  2.58222197E-02
  2.76073020E+01  4.88543663E-02  4.54701218E-02  3.97537542E-02  3.60388278E-02  3.33404911E-02  3.14511386E-02  3.00373619E-02  2.88235789E-02  2.76905677E-02  2.66672537E-02  2.57590907E-02
  2.99280508E+01  4.95961278E-02  4.59882938E-02  4.01321302E-02  3.64544725E-02  3.37536418E-02  3.17738040E-02  3.02961531E-02  2.90446600E-02  2.78616072E-02  2.68470234E-02  2.59721404E-02
  3.24438884E+01  5.04646769E-02  4.65813842E-02  4.06835023E-02  3.70140318E-02  3.42680188E-02  3.22501506E-02  3.06539156E-02  2.93244651E-02  2.81290811E-02  2.71500988E-02  2.62895161E-02
  3.51712144E+01  5.07979712E-02  4.68753834E-02  4.08689668E-02  3.71034454E-02  3.43155554E-02  3.22960414E-02  3.06457592E-02  2.92799846E-02  2.80848022E-02  2.70743129E-02  2.61739994E-02
  3.81278074E+01  5.10709665E-02  4.70968052E-02  4.10251513E-02  3.72011854E-02  3.43269002E-02  3.22732099E-02  3.06061692E-02  2.92127835E-02  2.80169767E-02  2.69790136E-02  2.60477048E-02
  4.13329399E+01  5.14760327E-02  4.73951798E-02  4.12690888E-02  3.74499231E-02  3.44854070E-02  3.23523448E-02  3.06662473E-02  2.92463269E-02  2.80268797E-02  2.69734837E-02  2.60476832E-02
  4.48075051E+01  5.18259490E-02  4.76658424E-02  4.13610011E-02  3.75190957E-02  3.45415284E-02  3.23417079E-02  3.06181044E-02  2.91780599E-02  2.79152350E-02  2.68400177E-02  2.59214188E-02
  4.85741522E+01  5.20883886E-02  4.76981798E-02  4.11196620E-02  3.71937866E-02  3.42289889E-02  3.20347273E-02  3.02743592E-02  2.87784355E-02  2.75210019E-02  2.64945658E-02  2.55227676E-02
  5.26574344E+01  5.23627834E-02  4.77672479E-02  4.09742439E-02  3.70001442E-02  3.40189427E-02  3.18060384E-02  3.00187737E-02  2.84745914E-02  2.72302059E-02  2.62236609E-02  2.51884820E-02
  5.70839690E+01  5.27002761E-02  4.80694486E-02  4.12011357E-02  3.72451767E-02  3.42031273E-02  3.18994104E-02  3.00757415E-02  2.85330350E-02  2.72689330E-02  2.61802534E-02  2.51281286E-02
  6.18826108E+01  5.29944443E-02  4.82854554E-02  4.13364592E-02  3.72986938E-02  3.41943038E-02  3.18725600E-02  2.99689191E-02  2.84311771E-02  2.71663400E-02  2.60232570E-02  2.49647919E-02
  6.70846401E+01  5.32390041E-02  4.84869674E-02  4.14621109E-02  3.73058673E-02  3.41264540E-02  3.17875985E-02  2.98352784E-02  2.82776523E-02  2.69940874E-02  2.58348391E-02  2.47909051E-02
  7.27239669E+01  5.34924326E-02  4.87361855E-02  4.16223475E-02  3.73823523E-02  3.41264342E-02  3.17145057E-02  2.97765832E-02  2.81963322E-02  2.68540797E-02  2.56884197E-02  2.46786990E-02
  7.88373516E+01  5.37966190E-02  4.89401251E-02  4.16667836E-02  3.73707993E-02  3.40723801E-02  3.15842896E-02  2.96613031E-02  2.80886051E-02  2.66872961E-02  2.55121733E-02  2.45272414E-02
  8.54646450E+01  5.40698577E-02  4.90901380E-02  4.16826021E-02  3.73463764E-02  3.39981095E-02  3.14898030E-02  2.95403404E-02  2.79016216E-02  2.64931730E-02  2.53501605E-02  2.43662762E-02
  9.26490476E+01  5.42833346E-02  4.92216475E-02  4.17281517E-02  3.73343855E-02  3.39204959E-02  3.14199475E-02  2.94228257E-02  2.76840951E-02  2.62958100E-02  2.51964026E-02  2.41933648E-02
  1.00437392E+02  5.44370874E-02  4.93551168E-02  4.17773453E-02  3.72790104E-02  3.38118672E-02  3.12803322E-02  2.92598228E-02  2.75064568E-02  2.61089858E-02  2.49991835E-02  2.39749832E-02
  1.08880446E+02  5.45454321E-02  4.94815197E-02  4.17983194E-02  3.71698133E-02  3.36768262E-02  3.10948218E-02  2.90571757E-02  2.73452057E-02  2.59340805E-02  2.47791063E-02  2.37463892E-02
  1.18033248E+02  5.46331343E-02  4.95674888E-02  4.17848512E-02  3.70578929E-02  3.35370009E-02  3.09133306E-02  2.88532383E-02  2.71790082E-02  2.57638696E-02  2.45595203E-02  2.35272616E-02
  1.27955460E+02  5.47036556E-02  4.95809601E-02  4.17303474E-02  3.69593164E-02  3.33920241E-02  3.07504212E-02  2.86665941E-02  2.69907323E-02  2.55728095E-02  2.43436954E-02  2.33024131E-02
  1.38711763E+02  5.47467708E-02  4.95493317E-02  4.16392035E-02  3.68159269E-02  3.32161680E-02  3.05641412E-02  2.84700176E-02  2.67792337E-02  2.53389189E-02  2.41195452E-02  2.30424080E-02
  1.50372270E+02  5.47836297E-02  4.95345631E-02  4.15590660E-02  3.66605740E-02  3.30216218E-02  3.03499807E-02  2.82430479E-02  2.65285283E-02  2.50849776E-02  2.38975272E-02  2.27850403E-02
  1.63012993E+02  5.48095871E-02  4.95449732E-02  4.14853750E-02  3.65105337E-02  3.28273397E-02  3.01136775E-02  2.79959041E-02  2.62665658E-02  2.48376721E-02  2.36735855E-02  2.25594248E-02
  1.76716332E+02  5.47666140E-02  4.95025886E-02  4.13480367E-02  3.63274638E-02  3.26233056E-02  2.98540406E-02  2.77508888E-02  2.60318113E-02  2.45914548E-02  2.34210782E-02  2.23388807E-02
  1.91571613E+02  5.46504855E-02  4.93901202E-02  4.11825079E-02  3.61148007E-02  3.23817279E-02  2.95909420E-02  2.74996516E-02  2.57635691E-02  2.43205271E-02  2.31590760E-02  2.20763250E-02
  2.07675671E+02  5.45172110E-02  4.92550808E-02  4.10125393E-02  3.58888498E-02  3.21219628E-02  2.93193192E-02  2.72289725E-02  2.54734346E-02  2.40409449E-02  2.28989160E-02  2.17913866E-02
  2.25133482E+02  5.44128003E-02  4.91305660E-02  4.08027666E-02  3.56270731E-02  3.18640485E-02  2.90238689E-02  2.69268833E-02  2.52050284E-02  2.37732576E-02  2.26218331E-02  2.15182205E-02
  2.44058846E+02  5.43255381E-02  4.89827925E-02  4.05190447E-02  3.52888377E-02  3.15936474E-02  2.87563608E-02  2.66293783E-02  2.49595747E-02  2.35084337E-02  2.23136751E-02  2.12381949E-02
  2.64575131E+02  5.41411491E-02  4.87583506E-02  4.02577542E-02  3.49709545E-02  3.13034584E-02  2.84968285E-02  2.63386513E-02  2.47161753E-02  2.32332910E-02  2.19994848E-02  2.09527732E-02
  2.86816074E+02  5.38246740E-02  4.84589793E-02  4.00631243E-02  3.47383489E-02  3.09982910E-02  2.82121071E-02  2.60480230E-02  2.44395488E-02  2.29391637E-02  2.17011713E-02  2.06556941E-02
  3.10926653E+02  5.35403841E-02  4.81891981E-02  3.98249254E-02  3.45064156E-02  3.07026514E-02  2.79209952E-02  2.57708945E-02  2.41137422E-02  2.26374519E-02  2.14100001E-02  2.03269437E-02
